yes	Correct	scenario		script	[[ 0.15259622  0.84740371]]	[[[ 0.85566457  0.92257402  0.90688596  0.89247783  0.6884739   0.77485519
no	Incorrect	the operand		immediate data	[[ 0.77916032  0.22083969]]	[[[  0.94760065   0.98347533   0.94277646   0.90052992   0.75958274
no	Correct	software development folder		name	[[ 0.80021918  0.19978082]]	[[[  0.8731722    0.86938506   0.90649981   0.81883289   0.58799501
yes	Correct	supplier		vendor	[[ 0.40477812  0.59522188]]	[[[ 0.          0.          0.          0.94776107  0.84132711  0.89837473
no	Correct	object type set		disclaimer	[[ 0.76735973  0.23264027]]	[[[  0.           0.           0.           0.83937097   0.59324341
no	Incorrect	integrated circuit		chip	[[ 0.79969227  0.2003077 ]]	[[[  0.94265964   0.96350724   0.9387118    0.82953961   0.57973755
no	Correct	late start date		acceptance testing	[[ 0.79926324  0.20073681]]	[[[  0.74975603   0.88151199   0.81322892   0.84322885   0.56575932
no	Correct	mixed mode		test report	[[ 0.77036804  0.22963195]]	[[[  0.90420479   0.93480028   0.88836344   0.89829038   0.64564633
no	Correct	compile		fault masking	[[ 0.7582562   0.24174379]]	[[[  0.76590069   0.88890921   0.86052      0.90271934   0.71146598
yes	Correct	architecture		component	[[ 0.47117144  0.52882856]]	[[[  0.93929736   0.97556747   0.92886082   0.93112004   0.72548239
no	Correct	effective instruction		fail criteria	[[ 0.79960799  0.20039202]]	[[[  0.91357474   0.93344931   0.87866853   0.90246282   0.64912653
yes	Correct	analysis		static analysis demonstration	[[ 0.42823589  0.57176411]]	[[[  0.           0.           0.           0.94508141   0.81626345
yes	Correct	lockout		semaphore	[[ 0.48202574  0.5179742 ]]	[[[ 0.84787287  0.91463429  0.75005249  0.87048976  0.62729807  0.84664737
no	Correct	operation code		monitor and control risks	[[ 0.79999357  0.20000646]]	[[[  0.           0.           0.           0.87915221   0.68410535
no	Correct	stage		incoming change set	[[ 0.79937893  0.20062111]]	[[[  0.94039052   0.95212701   0.90754606   0.80207887   0.48884419
no	Correct	Communication Technology		project specification	[[ 0.80020875  0.19979131]]	[[[  0.92678131   0.94263507   0.89663033   0.94502924   0.74937856
no	Correct	process measures		software design concept	[[ 0.80016369  0.19983628]]	[[[  0.90132944   0.90945408   0.91233182   0.91671335   0.7597439
no	Correct	economic filter		extranet	[[ 0.79843175  0.20156823]]	[[[  0.8860224    0.91225117   0.82421147   0.83193416   0.36682668
yes	Correct	down		crash	[[ 0.13622317  0.86377686]]	[[[ 0.88098054  0.92217568  0.89282349  0.92609794  0.59502593  0.75437526
no	Correct	resource group		defect	[[ 0.79122537  0.20877466]]	[[[  0.9253263    0.93074182   0.85799964   0.93352345   0.70267833
no	Correct	fault		random cause	[[ 0.75036842  0.2496316 ]]	[[[  0.95287397   0.95788347   0.95463938   0.85956908   0.64071613
no	Incorrect	call graph		tier chart	[[ 0.72120696  0.27879301]]	[[[ 0.89944368  0.9341844   0.91770466  0.85017928  0.60132903  0.69859168
no	Correct	audience research		software-intensive system	[[ 0.80007714  0.19992289]]	[[[  0.           0.           0.           0.90963624   0.72895108
no	Correct	transaction schema		observation	[[ 0.79773378  0.2022662 ]]	[[[  0.89495526   0.94517134   0.84159537   0.86836808   0.51984879
no	Incorrect	assignment statement		initialize	[[ 0.76791799  0.23208202]]	[[[  0.95035743   0.97037297   0.96033015   0.96118062   0.74013038
no	Correct	high-level language		processing logic	[[ 0.7994374   0.20056257]]	[[[  0.95101835   0.95250658   0.87719025   0.96126123   0.72339867
no	Incorrect	assumption		validated learning	[[ 0.56595737  0.4340426 ]]	[[[  0.           0.           0.           0.92642334   0.67468872
no	Correct	relative address		marketing organization	[[ 0.8000651   0.19993493]]	[[[  0.91082224   0.88507037   0.92340827   0.86639858   0.68443799
no	Correct	budgets		process capability determination	[[ 0.80022621  0.19977382]]	[[[  0.92392685   0.92099395   0.8869311    0.94564423   0.71228727
no	Correct	warning		scalar property	[[ 0.79443491  0.20556514]]	[[[  0.8820475    0.91685247   0.86871038   0.83055466   0.54990649
yes	Incorrect	ideal day		return	[[ 0.49089575  0.50910419]]	[[[ 0.87885587  0.91677543  0.85035624  0.84284178  0.69783753  0.81313224
no	Correct	serial construct		claim	[[ 0.79798597  0.20201404]]	[[[  0.84829709   0.86389805   0.71728505   0.87546486   0.67643101
no	Correct	protection exception		and validation	[[ 0.79897273  0.20102727]]	[[[  0.91795648   0.94055214   0.94038269   0.90530917   0.69394506
no	Correct	traceability		jump	[[ 0.52768558  0.47231448]]	[[[  0.88758737   0.93029231   0.89187338   0.85163365   0.54616486
no	Incorrect	modular programming		transaction analysis	[[ 0.80007386  0.19992617]]	[[[  0.92956899   0.95156868   0.89791101   0.87724935   0.64359408
no	Correct	alias		actual duration	[[ 0.79366535  0.20633465]]	[[[  0.9018612    0.9345141    0.91395632   0.78845931   0.54653742
yes	Correct	statement		declaration	[[ 0.42047805  0.57952201]]	[[[  0.91750659   0.97245292   0.94324918   0.95016968   0.80347747
no	Correct	change control system		artifact type	[[ 0.79998899  0.20001093]]	[[[  0.92866253   0.93392752   0.93692377   0.90118374   0.57509151
no	Correct	surrogate key		assemble	[[ 0.70305568  0.29694429]]	[[[  0.87244355   0.90176959   0.80776031   0.93591328   0.61619492
yes	Correct	microinstruction		microcode	[[ 0.41297156  0.58702844]]	[[[  0.95898632   0.9791329    0.97321689   0.97366698   0.86750374
yes	Incorrect	code freeze		line of code	[[ 0.03222032  0.9677797 ]]	[[[ 0.96411133  0.95252173  0.92095192  0.95245813  0.75343278  0.93399799
no	Correct	protocol object		estimated function point count	[[ 0.80020714  0.19979292]]	[[[  0.           0.           0.           0.90996048   0.70888087
no	Correct	static dump		relocatable address	[[ 0.79860193  0.20139806]]	[[[  0.9446477    0.95764944   0.94011826   0.96368692   0.73697883
no	Correct	word		nonfunctional requirements	[[ 0.80021644  0.19978361]]	[[[  0.87231134   0.88253447   0.78114064   0.80850304   0.50691731
yes	Correct	acquirer		owner	[[ 0.38946879  0.61053127]]	[[[ 0.91562161  0.92214753  0.90830784  0.92204179  0.55279401  0.78439967
no	Incorrect	configuration specification		version	[[ 0.80020911  0.19979088]]	[[[  0.96595593   0.96646564   0.92592451   0.93351039   0.80248656
no	Correct	storage breakpoint		lowclass	[[ 0.79592931  0.20407069]]	[[[  0.           0.           0.           0.81553551   0.707469
no	Correct	service level agreement		screen flow	[[ 0.80018473  0.19981527]]	[[[  0.90037263   0.88695678   0.87134103   0.77924059   0.4116078
no	Correct	design standard		pragma	[[ 0.79944688  0.20055315]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
yes	Correct	customer		purchaser	[[ 0.1262363   0.87376374]]	[[[ 0.93274469  0.96989772  0.96095165  0.96309161  0.7605876   0.87932142
yes	Correct	concept of operations document		operational concept description	[[ 0.38406092  0.61593908]]	[[[  1.           1.           1.           0.97326242   0.93694855
no	Correct	maintained		of accounts	[[ 0.70459098  0.29540905]]	[[[  0.87103312   0.95959451   0.91995635   0.89449476   0.82824274
no	Correct	upstream		external inquiry	[[ 0.77232075  0.22767931]]	[[[  0.           0.           0.           0.89250321   0.7052518
yes	Correct	exploitation		exploration	[[ 0.00179486  0.99820518]]	[[[ 0.97811891  0.97318614  0.95943374  0.95029     0.77017776  0.8609119
no	Correct	decoupling		interface role	[[ 0.79356205  0.20643795]]	[[[  0.97561501   0.9874762    0.96815795   0.87469768   0.61894932
no	Correct	subclass cluster		metadata model	[[ 0.77849853  0.22150144]]	[[[  0.           0.           0.           0.89720749   0.65214566
no	Correct	real-world object		glossary	[[ 0.79862905  0.20137094]]	[[[  0.9118434    0.97382454   0.91146348   0.954001     0.77665898
no	Incorrect	theme		user story	[[ 0.50623006  0.49376994]]	[[[ 0.87407346  0.90616859  0.81874854  0.91445659  0.57348691  0.73436648
no	Correct	single-piece flow		pragma	[[ 0.80009866  0.19990137]]	[[[  0.           0.           0.           0.           0.           0.
yes	Correct	real-time		realtime	[[  3.06441605e-09   1.00000000e+00]]	[[[ 0.98621011  0.99472166  0.98047911  0.99782534  0.98940493  0.99488398
no	Correct	engineering		test driver	[[ 0.74764365  0.25235635]]	[[[  0.9307506    0.9616747    0.92751095   0.95061859   0.59215544
no	Correct	co-located team		solution	[[ 0.61632115  0.38367882]]	[[[  0.93419418   0.93471291   0.87165388   0.89015061   0.47340728
no	Correct	process assessment model		risk state	[[ 0.62255317  0.37744674]]	[[[  0.90947792   0.95838055   0.91464056   0.93161856   0.71693771
no	Correct	device interface task		initial program loader	[[ 0.62255412  0.37744588]]	[[[  0.91105925   0.95256269   0.9068309    0.95413518   0.85461649
no	Incorrect	incremental development		iterative and incremental process	[[ 0.62220854  0.37779149]]	[[[  0.94588875   0.98545576   0.93983235   0.99439528   0.9851828
no	Correct	activity list		domain architecture	[[ 0.62255526  0.37744474]]	[[[  0.91793762   0.91958232   0.87499394   0.89725102   0.78111772
no	Correct	object		and validation	[[ 0.62232876  0.37767121]]	[[[  0.92404051   0.92758137   0.90592037   0.92910335   0.66914477
no	Correct	program mutation		operating environment	[[ 0.62255347  0.37744656]]	[[[  0.91950869   0.95145664   0.93065395   0.87654967   0.76024518
no	Correct	initial marking		information radiator	[[ 0.62255716  0.37744287]]	[[[  0.88592446   0.93178922   0.85853384   0.92846531   0.77263337
no	Incorrect	module		call by name	[[ 0.57763147  0.4223685 ]]	[[[  0.91997402   0.96151959   0.93501253   0.8724954    0.58470153
yes	Correct	acquirer		customer	[[ 0.06024579  0.93975425]]	[[[ 0.89568004  0.953189    0.90947003  0.91825864  0.665479    0.76779919
no	Correct	test execution		product configuration identification functional baseline	[[ 0.62255466  0.37744528]]	[[[  0.           0.           0.           0.9564558    0.85591113
yes	Correct	customer		stakeholder	[[ 0.05407579  0.94592416]]	[[[ 0.89727859  0.93979311  0.9093412   0.95664973  0.73168246  0.87544026
yes	Correct	accuracy		precision	[[ 0.03402245  0.96597755]]	[[[ 0.90615671  0.92618164  0.93172983  0.96993175  0.87357959  0.95084163
no	Incorrect	agile		Extreme Programming	[[ 0.62236053  0.3776395 ]]	[[[  0.94476665   0.98713959   0.92330937   0.99201633   0.63912698
no	Correct	post-development review		daily scrum	[[ 0.62255502  0.37744498]]	[[[  0.           0.           0.           0.9832911    0.73278662
no	Correct	task behavior specification		linkage editor	[[ 0.62255478  0.37744519]]	[[[  0.           0.           0.           0.92380444   0.76301041
no	Correct	quality model		return	[[ 0.62224972  0.37775022]]	[[[  0.86916722   0.90356096   0.8459809    0.8985162    0.57112694
no	Correct	migration transparency		character	[[ 0.62255478  0.37744519]]	[[[  0.           0.           0.           0.89080318   0.47752361
no	Correct	timing analyzer		software unit	[[ 0.62249917  0.37750089]]	[[[  0.88664601   0.90293348   0.81976783   0.95422013   0.83451584
no	Correct	new source statements		node index	[[ 0.62255764  0.37744242]]	[[[  0.           0.           0.           0.81300244   0.51405994
no	Correct	web site		transaction-centered design	[[ 0.62255466  0.37744528]]	[[[  0.           0.           0.           0.95898189   0.84921398
no	Correct	multiple inheritance		committer	[[ 0.62251872  0.37748128]]	[[[  0.80747371   0.91250505   0.79171715   0.90226584   0.38053532
no	Correct	approved change request		event timeline	[[ 0.62255543  0.37744454]]	[[[  0.           0.           0.           0.87255401   0.72499214
no	Correct	assembly		control Information	[[ 0.62254804  0.37745193]]	[[[  0.94709136   0.95996037   0.9362218    0.9056945    0.58480335
yes	Correct	product owner		Scrum team	[[ 0.32005385  0.67994612]]	[[[  0.94704309   0.98133797   0.97293684   0.9845455    0.92142349
no	Correct	design strategy		component integration test	[[ 0.62255448  0.37744555]]	[[[  0.91878034   0.96690919   0.89406456   0.90074294   0.65896769
no	Correct	origin		development cycle	[[ 0.62255317  0.37744674]]	[[[  0.85227124   0.9030032    0.87029179   0.82326798   0.57645846
no	Correct	risk management system		duration	[[ 0.6225546   0.37744543]]	[[[  0.87343998   0.93689395   0.83503523   0.89788679   0.6576501
no	Correct	test generator		empirical process control	[[ 0.62255466  0.37744528]]	[[[  0.54462816   0.91523836   0.72613595   0.85654595   0.71804859
no	Correct	external output		project management software	[[ 0.6225546   0.37744543]]	[[[  0.85739931   0.89006983   0.81006806   0.79697783   0.54184364
no	Correct	planning poker		program construct	[[ 0.62255579  0.37744418]]	[[[  0.92469702   0.90474641   0.81718497   0.95403634   0.74695211
no	Correct	slave state		error seeding	[[ 0.61495268  0.38504729]]	[[[  0.92744584   0.90087582   0.89937126   0.7969459    0.66267056
no	Correct	interrupt service routine		epic owner	[[ 0.62255412  0.37744588]]	[[[  0.80257262   0.84575047   0.81928034   0.86052171   0.40953323
no	Correct	incoming change set		tier chart	[[ 0.62210464  0.37789544]]	[[[  0.8722788    0.91830661   0.8282209    0.83869708   0.59313361
no	Incorrect	assembled origin		starting address	[[ 0.62256348  0.37743661]]	[[[  0.           0.           0.           0.83175678   0.68870115
no	Incorrect	baseline		developmental configuration	[[ 0.6225546   0.37744543]]	[[[  0.           0.           0.           0.94545528   0.70560011
no	Incorrect	software repository		system library	[[ 0.62248832  0.37751162]]	[[[  0.89631833   0.94002326   0.91027842   0.93578946   0.75516352
yes	Incorrect	flowchart		no-operation	[[ 0.47182545  0.52817458]]	[[[  0.88988667   0.93595233   0.89634332   0.82099363   0.63555374
no	Correct	privileged instruction		cargo cult	[[ 0.62255478  0.37744519]]	[[[  0.9254445    0.94112628   0.90089865   0.94029848   0.58221577
no	Correct	multilevel storage		walk-through	[[ 0.62256318  0.37743679]]	[[[  0.           0.           0.           0.91341895   0.6366501
no	Correct	data function		lightweight process	[[ 0.62255359  0.37744644]]	[[[  0.87179785   0.9164214    0.85354193   0.87296353   0.72223031
no	Correct	algorithm		design level	[[ 0.61978507  0.38021493]]	[[[  0.91267309   0.92897335   0.84101924   0.93452892   0.52901245
no	Correct	programming language		privileged instruction	[[ 0.6225546   0.37744543]]	[[[  0.91419509   0.9335032    0.89336985   0.92761838   0.69104699
no	Correct	product sashimi		resource breakdown structure	[[ 0.6225546   0.37744543]]	[[[  0.           0.           0.           0.74325564   0.52637144
no	Correct	project management software		discrete	[[ 0.6225546   0.37744543]]	[[[  0.84862949   0.90095997   0.78115126   0.82833935   0.52697708
yes	Correct	reentrant		re-entrant	[[  6.31287048e-06   9.99993682e-01]]	[[[ 0.95531156  0.99524664  0.98431755  0.96800725  0.8771345   0.97716874
no	Correct	category discriminator		resource monitor task	[[ 0.6225546   0.37744543]]	[[[  0.85371945   0.92638338   0.8430618    0.83946273   0.59720099
yes	Correct	deliverable		acquirer	[[ 0.4646903   0.53530967]]	[[[ 0.91700778  0.91325512  0.8919838   0.88438     0.52403672  0.72767305
no	Correct	notation standard		control flow	[[ 0.62239456  0.37760544]]	[[[  0.89756143   0.96674255   0.92565919   0.7721184    0.55833529
no	Correct	branch		system flowchart	[[ 0.62175596  0.3782441 ]]	[[[  0.88751751   0.8902024    0.65715124   0.95569031   0.78782734
no	Correct	training		interface requirement	[[ 0.62254989  0.37745014]]	[[[  0.91823739   0.94183822   0.90072172   0.93409799   0.69803033
no	Incorrect	fail safe		fault secure	[[ 0.62636322  0.37363672]]	[[[ 0.          0.          0.          0.94782214  0.78198818  0.87042116
yes	Correct	fault-tolerant		fault tolerant	[[  9.79932565e-07   9.99999046e-01]]	[[[ 0.99253829  0.99605753  0.98978133  0.99599477  0.98601227  0.99576651
no	Correct	sequential process		simplicity	[[ 0.62163949  0.37836048]]	[[[  0.94939238   0.97191787   0.94639183   0.89719998   0.67749417
no	Correct	value range constraint		contingency allowanceH	[[ 0.62255466  0.37744528]]	[[[  0.           0.           0.           0.85554396   0.74540819
yes	Correct	optional		partial	[[ 0.03253226  0.96746773]]	[[[ 0.93293627  0.96145078  0.90396421  0.90974011  0.70293733  0.87046471
no	Incorrect	self-organization		complex adaptive system	[[ 0.62254626  0.37745368]]	[[[  0.87492076   0.9269086    0.83735687   0.95619493   0.7599936
no	Correct	stand up		schedule performance	[[ 0.62255412  0.37744588]]	[[[  0.94767133   0.97394494   0.94233886   0.86616144   0.50739031
no	Incorrect	structured design		modular decomposition	[[ 0.62254804  0.37745193]]	[[[  0.95243937   0.96292562   0.93137766   0.93463968   0.82905693
yes	Correct	scrum team		ScrumMaster	[[ 0.03000619  0.96999377]]	[[[ 0.97861938  0.97835846  0.97611884  0.97190541  0.69835469  0.90912089
no	Correct	prettyprinting		software development folder	[[ 0.6225546   0.37744543]]	[[[  0.90994787   0.89931848   0.90519224   0.927347     0.78426074
no	Correct	performance indicator		keyword	[[ 0.62255609  0.377444  ]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
yes	Incorrect	duration		conversational	[[ 0.40524656  0.59475344]]	[[[ 0.89387083  0.95311714  0.87743568  0.91021431  0.57795945  0.83505751
no	Correct	criticality		captial expenditure	[[ 0.62246054  0.37753946]]	[[[  0.87912289   0.9574703    0.92478652   0.90583942   0.60936039
no	Correct	self-directed work team		integration hell	[[ 0.62255526  0.37744474]]	[[[  0.           0.           0.           0.95162124   0.77099117
no	Correct	direct metric value		state	[[ 0.62254083  0.37745923]]	[[[  1.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Correct	activity attributes		output argument	[[ 0.62238634  0.37761357]]	[[[  0.89846712   0.963183     0.86783347   0.84247566   0.67624966
no	Correct	software test incident		Government Off The Shelf	[[ 0.62255502  0.37744498]]	[[[  0.           0.           0.           0.92483585   0.67967007
no	Incorrect	fault masking		assembly language	[[ 0.62241572  0.37758428]]	[[[  0.81977166   0.92029987   0.86025224   0.93955552   0.62996261
no	Correct	report server		proof	[[ 0.621975  0.378025]]	[[[  0.78737923   0.82016533   0.74641604   0.75770249   0.5507882
no	Correct	instance-level operation		external attribute	[[ 0.62255502  0.37744498]]	[[[  0.           0.           0.           0.93050168   0.61133271
yes	Correct	clear		initialize	[[ 0.38924894  0.61075109]]	[[[ 0.94702102  0.94676807  0.93105544  0.84805442  0.62438769  0.86994677
no	Correct	source		project management plan	[[ 0.62255448  0.37744555]]	[[[  0.81378622   0.86120393   0.78056346   0.93613237   0.71526474
no	Correct	expandability		application function point count	[[ 0.62255466  0.37744528]]	[[[  0.           0.           0.           0.8745885    0.62389193
no	Correct	demand paging		quality management	[[ 0.62251455  0.37748539]]	[[[  0.87161474   0.89073831   0.84774584   0.85659506   0.63237308
yes	Correct	scenario		use case	[[ 0.10273124  0.89726877]]	[[[ 0.93449213  0.96322494  0.93061239  0.94208986  0.73787598  0.89369663
no	Correct	software development		nonkey attribute	[[ 0.62255526  0.37744474]]	[[[  0.8509344    0.87658993   0.82949405   0.89093329   0.59112479
no	Correct	external input		sequential	[[ 0.61528218  0.38471788]]	[[[  0.9539328    0.9517077    0.92187615   0.92892977   0.72810625
no	Correct	effective full license		claim	[[ 0.62255478  0.37744519]]	[[[  0.           0.           0.           0.93964852   0.77493201
no	Correct	project communications management		release goal	[[ 0.6225546   0.37744543]]	[[[  0.           0.           0.           0.93193521   0.71586037
no	Incorrect	open subroutine		macro	[[ 0.60507542  0.39492464]]	[[[  0.96875684   0.95477903   0.92979231   0.94844853   0.64784913
no	Correct	stream interface signature		mixed mode	[[ 0.62255478  0.37744519]]	[[[  0.           0.           0.           0.90003966   0.7203015
no	Correct	multiset cardinality		distribution copy	[[ 0.62254083  0.37745923]]	[[[  0.91479615   0.8947101    0.86915333   0.90067461   0.70160446
yes	Correct	real time		interrupt	[[ 0.15238808  0.8476119 ]]	[[[ 0.88859504  0.94804809  0.91770523  0.9493997   0.72787935  0.85003035
no	Correct	sprint review		text	[[ 0.62172484  0.37827519]]	[[[  0.81668965   0.85648602   0.6657304    0.88287395   0.50474463
yes	Correct	artifact		component	[[ 0.04664646  0.95335352]]	[[[ 0.90759833  0.9422856   0.86393711  0.88688391  0.61027002  0.81056368
no	Correct	data function		design specification	[[ 0.62237114  0.37762886]]	[[[  0.89871602   0.90701774   0.86074671   0.85716838   0.71432394
no	Correct	service import		coincidental communicational cohesion	[[ 0.62255466  0.37744528]]	[[[  0.           0.           0.           0.85451738   0.49993124
no	Correct	linkage editor		transaction cost	[[ 0.62256509  0.37743488]]	[[[  0.92372513   0.93518358   0.83536878   0.80693597   0.51599515
no	Correct	scrum master		working metamodel	[[ 0.62388647  0.37611356]]	[[[  0.           0.           0.           0.           0.           0.
no	Correct	shell		perform quantitative analysis	[[ 0.6225546   0.37744543]]	[[[  0.78123282   0.81343049   0.7171532    0.88745764   0.33544662
no	Correct	resource monitor task		comment	[[ 0.62253857  0.37746146]]	[[[  0.88455217   0.94979223   0.8951437    0.90672238   0.56780341
no	Correct	optional requirement		architectural structure	[[ 0.62255448  0.37744555]]	[[[  0.93961887   0.9488884    0.92193748   0.8855006    0.64365067
no	Correct	work in progress limits		digraph	[[ 0.62255448  0.37744555]]	[[[  0.84392868   0.91010658   0.73254125   0.90929286   0.40838111
no	Correct	list processing language		defect density	[[ 0.6225546   0.37744543]]	[[[  0.70746604   0.88898685   0.86826004   0.93966175   0.72222613
no	Incorrect	rapid prototyping		transform analysis	[[ 0.62254417  0.37745583]]	[[[  0.88871453   0.90406532   0.81141476   0.88007131   0.68124905
yes	Correct	evaluation technology		technology used for evaluation	[[ 0.36762881  0.63237119]]	[[[  0.84362112   0.88588089   0.89962729   0.9634026    0.86440736
no	Correct	initialize		manufacturing phase	[[ 0.62235785  0.37764221]]	[[[  0.90018058   0.92916666   0.84990526   0.78017485   0.40693821
no	Correct	project quality management		contingency reserve	[[ 0.62255466  0.37744528]]	[[[  0.61744244   0.66187211   0.76710113   0.94158739   0.81874384
no	Correct	capability dimension		item of documentation	[[ 0.62252361  0.3774763 ]]	[[[  1.           1.           1.           0.94557988   0.77541953
yes	Incorrect	leaf node		nucleus	[[ 0.32411078  0.67588925]]	[[[ 0.92469148  0.84652753  0.88257517  0.71613506  0.55861658  0.65287556
yes	Incorrect	numeric		network path	[[ 0.44531199  0.55468804]]	[[[  0.90125031   0.89921877   0.92430186   0.92710571   0.57826648
no	Correct	Lifecycle Query Engine		essential scrum	[[ 0.62255561  0.37744445]]	[[[  0.           0.           0.           0.9133983    0.65826689
no	Correct	resource group		diagram reference	[[ 0.62254202  0.37745798]]	[[[  0.88633759   0.92089092   0.81722632   0.89114554   0.7228636
no	Correct	link index provider		process performance	[[ 0.62255591  0.37744406]]	[[[  0.           0.           0.           0.87376049   0.60567599
no	Correct	generalization structure		continuous integration	[[ 0.62255663  0.37744343]]	[[[  0.           0.           0.           0.94621989   0.72281285
no	Correct	source code data		failure rate	[[ 0.61971211  0.38028786]]	[[[  0.94318172   0.94670842   0.91739573   0.87235846   0.64771709
no	Correct	alphanumeric		back linking	[[ 0.58571672  0.41428328]]	[[[  0.88101303   0.92477559   0.87421913   0.84853288   0.55261369
no	Correct	breaking the build		product backlog	[[ 0.62255394  0.37744612]]	[[[  0.92108947   0.96374166   0.85136156   0.96543201   0.7970476
no	Correct	x interceptor		severity	[[ 0.54743123  0.45256877]]	[[[  0.93377769   0.88919592   0.90655078   0.63452168   0.42349421
yes	Correct	agile		Scrum	[[ 0.02948738  0.97051257]]	[[[ 0.94745848  0.99389353  0.97937958  0.9949765   0.79603301  0.95226796
no	Incorrect	arrows connecting inputs to processing steps and processing steps to outputs		flowchart	[[ 0.62255466  0.37744528]]	[[[  0.           0.           0.           0.96790241   0.82843517
no	Incorrect	turnkey		double-operand instruction	[[ 0.6225546   0.37744543]]	[[[  0.           0.           0.           0.79114744   0.54065095
no	Correct	sprint planning meeting		calendar unit	[[ 0.6225546   0.37744543]]	[[[  0.84550372   0.89292716   0.76975816   0.88468043   0.68961056
no	Correct	release		project schedule network diagram	[[ 0.6225546   0.37744543]]	[[[  0.           0.           0.           0.93149393   0.71528633
no	Incorrect	technique		approach	[[ 0.62410808  0.37589192]]	[[[ 0.          0.          0.          0.          0.          0.          0.
no	Correct	reserve analysis		view	[[ 0.62255764  0.37744242]]	[[[  0.           0.           0.           0.93062659   0.61580829
no	Correct	table of contents		memory capacity	[[ 0.62216377  0.3778362 ]]	[[[  0.81224653   0.81904732   0.79531421   0.8889991    0.62358
no	Correct	existence constraint		domain expert	[[ 0.62255168  0.37744832]]	[[[  0.91625142   0.89737662   0.82692929   0.90399847   0.6906617
no	Correct	report performance		alternate flow	[[ 0.62254202  0.37745798]]	[[[  0.90625299   0.93367137   0.83674245   0.84809908   0.7770939
yes	Incorrect	timeline		window	[[ 0.10490777  0.89509219]]	[[[ 0.89879949  0.91921432  0.93287836  0.82267038  0.63315106  0.77794059
no	Incorrect	static analysis		walk-through	[[ 0.62249959  0.37750044]]	[[[  0.90374657   0.9589811    0.91710662   0.93282714   0.64902053
no	Correct	total correctness		evaluation	[[ 0.62105107  0.37894893]]	[[[  0.93178344   0.97976057   0.93685048   0.94391792   0.67866021
no	Incorrect	self-descriptiveness		usability	[[ 0.62255412  0.37744588]]	[[[  0.92576178   0.94070194   0.92319467   0.92933597   0.60076034
no	Correct	interface requirements specification		caution	[[ 0.62255466  0.37744528]]	[[[  0.8541523    0.89741621   0.85456786   0.90634986   0.53197997
no	Correct	request		software product evaluation	[[ 0.6225546   0.37744543]]	[[[  0.           0.           0.           0.93246117   0.66212356
no	Correct	schedule network analysis		cost performance baseline	[[ 0.62255478  0.37744519]]	[[[  0.           0.           0.           0.98550811   0.86098727
yes	Incorrect	modifiability		user-friendly	[[ 0.44578677  0.55421317]]	[[[  0.95251275   0.97188205   0.93576289   0.88616298   0.58457983
no	Correct	finish-to-start		preprocessor	[[ 0.61968482  0.38031518]]	[[[  0.86378182   0.95375352   0.85754131   0.84853917   0.54814185
no	Correct	communicational cohesion temporal cohesion		mean execution time rating value	[[ 0.62255466  0.37744528]]	[[[  0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
no	Correct	optional attribute		glass box	[[ 0.62254643  0.37745363]]	[[[  0.89227741   0.92737343   0.811989     0.92286162   0.53365166
no	Incorrect	conversational		real time	[[ 0.55462134  0.44537863]]	[[[  0.92821607   0.95454339   0.90664011   0.88754466   0.66681211
no	Correct	compatible		derived data	[[ 0.60437417  0.3956258 ]]	[[[  0.91433554   0.93694594   0.87980323   0.91207989   0.74968474
no	Correct	window		response time	[[ 0.60588545  0.39411449]]	[[[  0.90124624   0.8968403    0.91705075   0.95617796   0.67643908
yes	Correct	iteration		mapping	[[ 0.05061375  0.94938624]]	[[[ 0.87795291  0.90125608  0.8753237   0.9193788   0.65166218  0.81961182
yes	Correct	assemble		compile	[[ 0.04835834  0.95164168]]	[[[ 0.95031117  0.95857487  0.92588227  0.96801801  0.67055435  0.80552128
no	Correct	cross-reference list		analysis	[[ 0.62255383  0.3774462 ]]	[[[  0.90537825   0.94624421   0.93782314   0.92389225   0.72495468
yes	Correct	utilization		busy time	[[ 0.29510382  0.70489615]]	[[[ 0.90544334  0.94741922  0.89334938  0.82730096  0.53618524  0.76061654
no	Correct	Boolean expression		analog	[[ 0.62244153  0.37755847]]	[[[  0.78481635   0.88764319   0.82758022   0.83468044   0.50001366
no	Correct	problem state		run stream	[[ 0.62242311  0.37757683]]	[[[  0.89915954   0.92796384   0.91777452   0.8409385    0.62992791
no	Correct	value list constraint		reentrant	[[ 0.62251639  0.37748364]]	[[[  0.           0.           0.           0.95323125   0.67493787
no	Correct	baseline management		compiler directive source statement	[[ 0.6225546   0.37744543]]	[[[  0.           0.           0.           0.81059676   0.5913847
no	Correct	random cause		status code	[[ 0.5941835   0.40581653]]	[[[ 0.94146509  0.92739384  0.92770768  0.78561905  0.57333754  0.66729217
no	Incorrect	artifact		back link	[[ 0.56455642  0.43544361]]	[[[ 0.87140477  0.9186356   0.80750918  0.81771159  0.50616793  0.62787753
